Candidate_ID,Candidate_Name,Gender,Age,Source,Position,Department,Recruiter,Application_Date,Interview_Date,Offer_Date,Joining_Date,Status,Salary_Offered
C405,Aarti Kulkarni,Female,33,Referral,Sales Executive,Sales,Amit,2024-01-29,2024-02-04,2024-02-07,,Offer Declined,1185364.0
C406,Akash Kulkarni,Male,28,Referral,Manager,Management,Pallavi,2024-02-16,2024-02-25,2024-03-01,,Offer Accepted,941055.0
C407,Rahul Patil,Male,29,Referral,Data Analyst,Analytics,Pallavi,2024-04-22,2024-04-27,2024-05-02,2024-05-28,Joined,312960.0
C408,Kunal Desai,Male,32,Indeed,Manager,Management,Sneha,2024-04-20,2024-04-30,,,Rejected,
C409,Sayali Patil,Female,32,Referral,Software Engineer,IT,Sneha,2024-01-03,2024-01-13,,,Rejected,
C410,Amol Pawar,Female,35,Referral,Software Engineer,IT,Sneha,2024-05-05,2024-05-12,2024-05-17,2024-06-12,Joined,352796.0
C411,Neha Joshi,Female,28,LinkedIn,Data Analyst,Analytics,Pallavi,2024-04-23,2024-05-02,2024-05-08,,Offer Accepted,768784.0
C412,Komal Shinde,Male,29,Naukri,Data Analyst,Analytics,Pallavi,2024-04-15,2024-04-20,2024-04-23,,Offer Declined,1166028.0
C413,Pooja Deshmukh,Female,30,LinkedIn,Sales Executive,Sales,Rohit,2024-04-03,2024-04-08,,,Rejected,
C414,Aarti Kulkarni,Female,27,Referral,HR Executive,HR,Pallavi,2024-01-30,2024-02-04,,,Rejected,
C415,Neha Joshi,Male,27,Indeed,HR Executive,HR,Rohit,2024-06-28,2024-07-03,2024-07-07,2024-07-21,Joined,816342.0
C416,Aarti Kulkarni,Female,23,Indeed,Manager,Management,Amit,2024-02-18,2024-02-23,,,Rejected,
C417,Pratik Jadhav,Male,29,LinkedIn,HR Executive,HR,Sneha,2024-04-16,2024-04-21,,,Rejected,
C418,Aarti Kulkarni,Male,34,Referral,Sales Executive,Sales,Amit,2024-05-07,2024-05-12,2024-05-15,,Offer Declined,880099.0
C419,Vikas Chavan,Female,35,Referral,Manager,Management,Amit,2024-06-26,2024-07-05,2024-07-09,2024-07-31,Joined,408584.0
C420,Rohit Kale,Female,30,Referral,Sales Executive,Sales,Amit,2024-03-11,2024-03-19,,,Rejected,
C421,Saurabh More,Female,34,LinkedIn,Software Engineer,IT,Pallavi,2024-06-03,2024-06-13,,,Rejected,
C422,Amol Pawar,Female,35,Indeed,Manager,Management,Amit,2024-02-21,2024-02-27,2024-03-03,,Offer Declined,1019964.0
C423,Komal Shinde,Male,33,LinkedIn,Manager,Management,Rohit,2024-01-30,2024-02-06,2024-02-13,,Offer Declined,898357.0
C424,Rohit Kale,Female,32,Indeed,Sales Executive,Sales,Sneha,2024-05-13,2024-05-18,2024-05-22,2024-06-02,Joined,355642.0
C425,Neha Joshi,Female,34,LinkedIn,HR Executive,HR,Rohit,2024-02-07,2024-02-12,2024-02-17,,Offer Declined,513910.0
C426,Kunal Desai,Male,27,Referral,Data Analyst,Analytics,Amit,2024-06-14,2024-06-23,2024-06-30,,Offer Accepted,1122405.0
C427,Kunal Desai,Female,33,Naukri,Sales Executive,Sales,Pallavi,2024-04-16,2024-04-26,2024-05-03,2024-05-13,Joined,356415.0
C428,Snehal Patil,Female,25,Referral,Software Engineer,IT,Rohit,2024-05-30,2024-06-08,,,Rejected,
C429,Neha Joshi,Male,26,Referral,Software Engineer,IT,Sneha,2024-02-17,2024-02-23,,,Rejected,
C430,Pooja Deshmukh,Female,22,Referral,HR Executive,HR,Rohit,2024-02-03,2024-02-09,2024-02-14,,Offer Declined,305919.0
C431,Komal Shinde,Female,33,LinkedIn,Data Analyst,Analytics,Amit,2024-03-23,2024-04-01,2024-04-08,2024-04-27,Joined,1184096.0
C432,Sayali Patil,Female,23,Indeed,Manager,Management,Amit,2024-02-17,2024-02-26,2024-03-04,2024-03-27,Joined,467112.0
C433,Amol Pawar,Female,23,Indeed,Software Engineer,IT,Amit,2024-06-18,2024-06-25,2024-06-30,2024-07-29,Joined,529056.0
C434,Amol Pawar,Female,30,Naukri,Data Analyst,Analytics,Rohit,2024-04-24,2024-04-30,,,Rejected,
C435,Shweta Kulkarni,Male,22,Indeed,Sales Executive,Sales,Sneha,2024-04-08,2024-04-15,2024-04-20,,Offer Declined,325905.0
C436,Vikas Chavan,Female,30,Referral,Sales Executive,Sales,Sneha,2024-03-16,2024-03-26,2024-04-02,2024-04-15,Joined,386345.0
C437,Akash Kulkarni,Male,32,Naukri,Software Engineer,IT,Amit,2024-06-24,2024-07-02,,,Rejected,
C438,Neha Joshi,Female,32,Naukri,Software Engineer,IT,Sneha,2024-04-27,2024-05-07,2024-05-10,2024-05-21,Joined,376806.0
C439,Akash Kulkarni,Female,30,Naukri,Manager,Management,Amit,2024-03-07,2024-03-15,2024-03-21,,Offer Accepted,754059.0
C440,Komal Shinde,Male,28,Naukri,Manager,Management,Sneha,2024-06-13,2024-06-23,2024-06-30,,Offer Declined,347727.0
C441,Snehal Patil,Male,27,Naukri,HR Executive,HR,Rohit,2024-06-04,2024-06-09,2024-06-15,2024-07-07,Joined,699941.0
C442,Aarti Kulkarni,Male,29,LinkedIn,Manager,Management,Amit,2024-02-04,2024-02-14,2024-02-21,,Offer Accepted,609307.0
C443,Rohit Kale,Male,26,Indeed,Data Analyst,Analytics,Amit,2024-02-01,2024-02-06,2024-02-13,2024-03-11,Joined,713224.0
C444,Amol Pawar,Male,26,LinkedIn,HR Executive,HR,Amit,2024-04-15,2024-04-25,,,Rejected,
C445,Akash Kulkarni,Male,24,LinkedIn,Manager,Management,Rohit,2024-02-19,2024-02-24,2024-03-02,2024-03-13,Joined,1193650.0
C446,Aarti Kulkarni,Female,32,Naukri,HR Executive,HR,Sneha,2024-03-05,2024-03-10,2024-03-17,2024-04-06,Joined,810856.0
C447,Komal Shinde,Male,32,LinkedIn,Data Analyst,Analytics,Rohit,2024-06-07,2024-06-12,,,Rejected,
C448,Komal Shinde,Female,29,Indeed,Manager,Management,Rohit,2024-06-26,2024-07-05,2024-07-12,2024-08-01,Joined,682199.0
C449,Pratik Jadhav,Male,22,Indeed,Software Engineer,IT,Amit,2024-06-13,2024-06-21,2024-06-26,2024-07-16,Joined,440829.0
C450,Vikas Chavan,Female,29,Referral,HR Executive,HR,Rohit,2024-05-04,2024-05-13,2024-05-20,2024-06-07,Joined,385955.0
C451,Aarti Kulkarni,Male,30,LinkedIn,HR Executive,HR,Sneha,2024-01-20,2024-01-25,,,Rejected,
C452,Rohit Kale,Male,35,Referral,Manager,Management,Amit,2024-01-10,2024-01-19,2024-01-26,2024-02-25,Joined,795036.0
C453,Kunal Desai,Male,27,Referral,Software Engineer,IT,Rohit,2024-02-04,2024-02-12,2024-02-15,,Offer Declined,716059.0
C454,Komal Shinde,Male,32,LinkedIn,Manager,Management,Amit,2024-05-11,2024-05-17,2024-05-21,,Offer Accepted,893868.0
C455,Shweta Kulkarni,Male,33,Referral,HR Executive,HR,Sneha,2024-02-26,2024-03-05,2024-03-10,2024-03-27,Joined,687380.0
C456,Rahul Patil,Male,30,Indeed,Sales Executive,Sales,Pallavi,2024-04-26,2024-05-01,2024-05-06,2024-06-01,Joined,408239.0
C457,Rohit Kale,Female,35,Indeed,Manager,Management,Amit,2024-04-06,2024-04-16,2024-04-23,,Offer Accepted,985073.0
C458,Vikas Chavan,Male,30,Indeed,Sales Executive,Sales,Amit,2024-05-12,2024-05-20,2024-05-25,,Offer Accepted,810511.0
C459,Kunal Desai,Female,31,Naukri,Manager,Management,Amit,2024-04-22,2024-04-28,2024-05-05,2024-05-23,Joined,974734.0
C460,Neha Joshi,Male,24,LinkedIn,HR Executive,HR,Sneha,2024-06-18,2024-06-24,2024-06-29,,Offer Accepted,1055242.0
C461,Pooja Deshmukh,Female,32,Referral,Sales Executive,Sales,Amit,2024-05-31,2024-06-06,2024-06-12,,Offer Declined,323536.0
C462,Neha Joshi,Male,24,LinkedIn,Software Engineer,IT,Sneha,2024-05-26,2024-06-01,2024-06-06,2024-07-02,Joined,488783.0
C463,Pratik Jadhav,Male,33,Indeed,Data Analyst,Analytics,Amit,2024-04-24,2024-05-03,,,Rejected,
C464,Aarti Kulkarni,Female,24,LinkedIn,Sales Executive,Sales,Amit,2024-05-29,2024-06-04,2024-06-11,,Offer Declined,577370.0
C465,Akash Kulkarni,Female,29,Naukri,Software Engineer,IT,Pallavi,2024-04-08,2024-04-14,2024-04-18,2024-05-14,Joined,848102.0
C466,Rohit Kale,Female,35,LinkedIn,Manager,Management,Sneha,2024-02-15,2024-02-23,,,Rejected,
C467,Shweta Kulkarni,Male,34,Naukri,Data Analyst,Analytics,Pallavi,2024-06-17,2024-06-23,,,Rejected,
C468,Amol Pawar,Male,34,Referral,Manager,Management,Pallavi,2024-04-04,2024-04-09,2024-04-15,,Offer Declined,540633.0
C469,Kunal Desai,Female,34,Referral,HR Executive,HR,Sneha,2024-04-18,2024-04-24,2024-04-28,2024-05-17,Joined,387889.0
C470,Shweta Kulkarni,Female,26,LinkedIn,Data Analyst,Analytics,Sneha,2024-05-27,2024-06-05,2024-06-08,2024-07-08,Joined,693247.0
C471,Neha Joshi,Female,28,Indeed,Data Analyst,Analytics,Amit,2024-04-19,2024-04-29,2024-05-04,,Offer Declined,1196508.0
C472,Amol Pawar,Female,31,Indeed,Manager,Management,Rohit,2024-06-23,2024-07-01,,,Rejected,
C473,Pratik Jadhav,Female,24,Indeed,Manager,Management,Pallavi,2024-03-05,2024-03-12,2024-03-18,,Offer Declined,1071523.0
C474,Akash Kulkarni,Male,33,LinkedIn,Sales Executive,Sales,Amit,2024-01-26,2024-02-01,2024-02-06,,Offer Declined,1139756.0
C475,Amol Pawar,Male,24,Referral,Data Analyst,Analytics,Sneha,2024-02-07,2024-02-15,,,Rejected,
C476,Pratik Jadhav,Male,23,Indeed,Software Engineer,IT,Rohit,2024-01-21,2024-01-30,2024-02-05,2024-03-05,Joined,720106.0
C477,Rohit Kale,Female,33,Naukri,Software Engineer,IT,Pallavi,2024-04-22,2024-04-27,2024-05-04,2024-05-20,Joined,599899.0
C478,Rahul Patil,Male,31,LinkedIn,Data Analyst,Analytics,Rohit,2024-03-02,2024-03-12,2024-03-16,2024-04-03,Joined,391061.0
C479,Kunal Desai,Female,27,Referral,Sales Executive,Sales,Amit,2024-05-12,2024-05-17,,,Rejected,
C480,Pooja Deshmukh,Male,30,Indeed,Manager,Management,Rohit,2024-03-29,2024-04-05,2024-04-09,2024-05-01,Joined,776849.0
C481,Shweta Kulkarni,Male,26,LinkedIn,Sales Executive,Sales,Sneha,2024-05-23,2024-05-28,2024-06-02,,Offer Declined,422692.0
C482,Kunal Desai,Female,30,Indeed,Sales Executive,Sales,Pallavi,2024-05-24,2024-06-01,,,Rejected,
C483,Kunal Desai,Female,34,Referral,Sales Executive,Sales,Sneha,2024-05-03,2024-05-08,2024-05-14,2024-05-31,Joined,964442.0
C484,Rohit Kale,Male,34,Indeed,Sales Executive,Sales,Rohit,2024-05-12,2024-05-21,2024-05-26,2024-06-14,Joined,560316.0
C485,Pooja Deshmukh,Female,32,Indeed,Data Analyst,Analytics,Amit,2024-05-01,2024-05-08,2024-05-15,,Offer Accepted,582146.0
C486,Akash Kulkarni,Male,29,LinkedIn,Software Engineer,IT,Amit,2024-03-08,2024-03-14,2024-03-18,2024-04-16,Joined,1176960.0
C487,Komal Shinde,Male,34,Naukri,Data Analyst,Analytics,Sneha,2024-06-22,2024-07-02,2024-07-05,,Offer Accepted,1101368.0
C488,Aarti Kulkarni,Male,35,Referral,HR Executive,HR,Rohit,2024-05-06,2024-05-15,,,Rejected,
C489,Sayali Patil,Male,34,Indeed,Sales Executive,Sales,Amit,2024-05-27,2024-06-02,2024-06-08,2024-07-05,Joined,801554.0
C490,Rahul Patil,Female,28,LinkedIn,Sales Executive,Sales,Sneha,2024-06-27,2024-07-06,2024-07-09,,Offer Accepted,312394.0
C491,Rohit Kale,Male,28,Naukri,HR Executive,HR,Rohit,2024-06-05,2024-06-12,2024-06-17,2024-07-05,Joined,548658.0
C492,Sayali Patil,Female,27,LinkedIn,Sales Executive,Sales,Pallavi,2024-02-23,2024-03-02,,,Rejected,
C493,Komal Shinde,Female,35,Referral,HR Executive,HR,Pallavi,2024-02-16,2024-02-25,2024-03-03,2024-03-20,Joined,1019335.0
C494,Aarti Kulkarni,Male,33,Indeed,Software Engineer,IT,Pallavi,2024-04-07,2024-04-13,2024-04-17,2024-04-27,Joined,795962.0
C495,Akash Kulkarni,Female,29,LinkedIn,Manager,Management,Rohit,2024-05-04,2024-05-11,2024-05-18,2024-06-09,Joined,350026.0
C496,Pooja Deshmukh,Male,22,LinkedIn,HR Executive,HR,Pallavi,2024-06-10,2024-06-15,2024-06-20,,Offer Accepted,572387.0
C497,Komal Shinde,Female,30,Indeed,HR Executive,HR,Sneha,2024-04-15,2024-04-20,2024-04-27,,Offer Accepted,508622.0
C498,Shweta Kulkarni,Male,34,Indeed,HR Executive,HR,Rohit,2024-06-21,2024-06-30,2024-07-06,,Offer Accepted,382216.0
C499,Pratik Jadhav,Female,29,LinkedIn,Software Engineer,IT,Rohit,2024-04-17,2024-04-27,2024-05-03,,Offer Declined,1190136.0
C500,Vikas Chavan,Male,23,LinkedIn,HR Executive,HR,Amit,2024-03-21,2024-03-28,2024-04-02,,Offer Declined,934792.0
